PLAYER_ID,PLAYER_NAME,GP,MIN,REB
203932,Aaron Gordon,78,2632.5333333333333,574
1628988,Aaron Holiday,50,645.83,67
1627846,Abdel Nader,61,693.6566666666666,116
201143,Al Horford,68,1972.6833333333334,458
202329,Al-Farouq Aminu,81,2291.6983333333333,610
1626210,Alan Williams,5,25.533333333333335,19
202692,Alec Burks,64,1374.9466666666667,235
203518,Alex Abrines,31,588.2733333333333,48
1627936,Alex Caruso,25,531.1266666666667,67
203458,Alex Len,77,1544.075,424
1627816,Alex Poythress,21,304.9,76
1628035,Alfonzo McKinnie,72,1003.3583333333333,247
1628993,Alize Johnson,14,64.43333333333334,19
203459,Allen Crabbe,43,1133.0883333333334,148
1629019,Allonzo Trier,64,1458.5633333333333,197
1628518,Amile Jefferson,12,68.25,21
101161,Amir Johnson,51,529.1716666666666,147
203083,Andre Drummond,79,2646.89,1232
2738,Andre Iguodala,68,1577.88,252
201281,Andre Ingram,4,14.626666666666667,2
101106,Andrew Bogut,11,134.36333333333334,55
1626150,Andrew Harrison,17,185.785,20
203952,Andrew Wiggins,73,2542.713333333333,352
1629014,Anfernee Simons,20,140.50833333333333,13
1629116,Angel Delgado,2,14.766666666666667,4
1627790,Ante Zizic,59,1081.9683333333332,320
203076,Anthony Davis,56,1849.8833333333334,672
201229,Anthony Tolliver,65,1079.3416666666667,177
1628469,Antonio Blakeney,57,829.0366666666666,106
203382,Aron Baynes,51,820.795,240
203085,Austin Rivers,76,2027.7266666666667,162
202340,Avery Bradley,63,1905.4483333333333,175
1629168,BJ Johnson,7,49.35,8
1628389,Bam Adebayo,82,1912.6,597
203463,Ben McLemore,19,157.62333333333333,17
1627732,Ben Simmons,79,2700.2633333333333,697
1628656,Billy Garrett,4,63.43333333333333,3
202687,Bismack Biyombo,54,782.4416666666667,247
201933,Blake Griffin,75,2622.3333333333335,565
1626246,Boban Marjanovic,58,680.6583333333333,265
1626171,Bobby Portis,50,1298.1766666666667,403
203992,Bogdan Bogdanović,70,1947.17,243
202711,Bojan Bogdanovic,81,2573.0583333333334,333
1629045,Bonzie Colson,8,98.47666666666667,30
202954,Brad Wanamaker,36,342.60833333333335,41
203078,Bradley Beal,82,3027.6516666666666,411
1629164,Brandon Goodwin,16,57.053333333333335,3
1627742,Brandon Ingram,52,1760.4933333333333,267
202688,Brandon Knight,39,736.545,59
1629102,Brandon Sampson,14,214.305,16
201572,Brook Lopez,81,2321.595,396
1628971,Bruce Brown,74,1449.3166666666666,185
203998,Bruno Caboclo,34,799.7016666666667,158
1627854,Bryn Forbes,82,2292.6,239
1627741,Buddy Hield,82,2614.858333333333,412
203710,C.J. Williams,15,128.16666666666666,8
203468,CJ McCollum,70,2375.2566666666667,282
101139,CJ Miles,53,856.595,95
1628403,Caleb Swanigan,21,178.03333333333333,64
1629244,Cam Reynolds,19,259.4483333333333,31
1626166,Cameron Payne,40,712.225,72
1627747,Caris LeVert,40,1062.8866666666668,151
2546,Carmelo Anthony,10,294.14166666666665,54
1626224,Cedi Osman,76,2443.911666666667,357
1628990,Chandler Hutchison,44,894.615,185
202718,Chandler Parsons,25,495.77,70
101112,Channing Frye,36,340.995,52
1626184,Chasson Randle,49,742.91,56
1627767,Cheick Diallo,64,895.645,332
1629002,Chimezie Metu,29,145.44,36
1628449,Chris Boucher,28,163.16166666666666,56
1629185,Chris Chiozza,7,32.53333333333333,4
101108,Chris Paul,58,1856.775,265
1626174,Christian Wood,21,250.305,83
203991,Clint Capela,67,2248.7283333333335,848
203469,Cody Zeller,49,1242.9633333333334,333
1629012,Collin Sexton,82,2605.0233333333335,236
201147,Corey Brewer,31,491.5683333333333,76
202709,Cory Joseph,82,2063.4816666666666,279
201584,Courtney Lee,34,428.23,54
1626245,Cristiano Felicio,60,746.3966666666666,218
1626156,D'Angelo Russell,81,2447.955,315
201571,D.J. Augustin,81,2268.9616666666666,203
1628391,D.J. Wilson,48,882.0383333333333,222
203474,DJ Stephens,1,6.733333333333333,0
1629541,Dairis Bertans,12,167.04333333333332,9
1627745,Damian Jones,24,409.61833333333334,75
203081,Damian Lillard,80,2837.7566666666667,371
1627814,Damion Lee,32,375.18833333333333,64
1628422,Damyean Dotson,73,2003.805,262
1627772,Daniel Hamilton,19,204.17166666666665,47
1628464,Daniel Theis,66,907.58,225
201568,Danilo Gallinari,68,2059.2116666666666,417
201980,Danny Green,80,2215.465,317
201967,Dante Cunningham,64,928.46,188
203957,Dante Exum,42,664.0483333333333,68
1627863,Danuel House Jr.,39,978.665,140
203967,Dario Saric,81,2022.4116666666666,457
203121,Darius Miller,69,1757.505,128
201954,Darren Collison,76,2143.1783333333333,232
1629133,Daryl Macon,8,89.84666666666666,12
1628021,David Nwaba,51,984.23,163
202722,Davis Bertans,76,1631.7083333333333,264
1628432,Davon Reed,10,46.916666666666664,6
1628368,De'Aaron Fox,81,2545.8433333333332,304
1629001,De'Anthony Melton,50,983.89,134
201599,DeAndre Jordan,69,2047.1833333333334,902
1627761,DeAndre' Bembry,82,1931.28,358
201942,DeMar DeRozan,77,2688.1566666666668,462
202326,DeMarcus Cousins,30,770.5783333333334,247
201960,DeMarre Carroll,67,1703.4583333333333,349
1629152,DeVaughn Akoon-Purcell,7,21.64666666666667,4
1629028,Deandre Ayton,71,2182.6883333333335,729
1626153,Delon Wright,75,1698.4366666666667,266
1627743,Demetrius Jackson,6,39.45166666666667,3
1629061,Deng Adel,19,194.17,19
203471,Dennis Schröder,79,2313.7516666666666,284
1628372,Dennis Smith Jr.,53,1508.475,155
1629126,Deonte Burton,32,239.88166666666666,28
202324,Derrick Favors,76,1766.4716666666666,560
1627884,Derrick Jones Jr.,60,1153.5366666666666,240
201565,Derrick Rose,51,1392.1616666666666,140
1628401,Derrick White,67,1727.9733333333334,247
1626164,Devin Booker,64,2242.1183333333333,265
2734,Devin Harris,68,1070.59,112
1628421,Devin Robinson,7,94.51666666666667,20
1628984,Devonte' Graham,46,676.095,63
203473,Dewayne Dedmon,64,1609.2066666666667,480
1627738,Deyonta Davis,9,118.435,36
1628415,Dillon Brooks,18,329.895,31
203079,Dion Waiters,44,1137.9033333333334,116
1717,Dirk Nowitzki,51,795.14,158
1627734,Domantas Sabonis,74,1838.4466666666667,690
202700,Donatas Motiejunas,3,12.783333333333333,3
1628378,Donovan Mitchell,77,2598.2716666666665,316
1628978,Donte DiVincenzo,27,411.2866666666667,65
1629055,Donte Grantham,3,2.4316666666666666,0
1627827,Dorian Finney-Smith,81,1985.2833333333333,389
203926,Doug McDermott,77,1339.665,109
1627733,Dragan Bender,46,826.2083333333334,183
203110,Draymond Green,66,2064.693333333333,481
1629234,Drew Eubanks,23,113.41,34
1629130,Duncan Robinson,15,160.93666666666667,19
1628605,Dusty Hannahs,2,25.916666666666668,1
1628407,Dwayne Bacon,43,758.6683333333333,89
2730,Dwight Howard,9,229.53666666666666,83
203939,Dwight Powell,77,1662.535,411
2548,Dwyane Wade,72,1885.2266666666667,285
1629058,Dzanan Musa,9,39.288333333333334,5
202734,E'Twaun Moore,53,1463.0133333333333,127
202334,Ed Davis,81,1446.0116666666668,694
1628410,Edmond Sumner,23,209.83833333333334,24
202327,Ekpe Udoh,51,320.01166666666666,90
203901,Elfrid Payton,42,1249.7733333333333,220
1629059,Elie Okobo,53,958.19,98
1629150,Emanuel Terry,3,22.731666666666666,7
1626144,Emmanuel Mudiay,59,1607.0616666666667,196
202683,Enes Freedom,67,1639.3783333333333,659
202339,Eric Bledsoe,78,2271.705,362
201569,Eric Gordon,68,2158.01,148
203961,Eric Moreland,5,43.20666666666666,20
101141,Ersan Ilyasova,67,1231.3133333333333,302
203095,Evan Fournier,81,2553.2816666666668,258
202323,Evan Turner,73,1605.7133333333334,328
1628402,Frank Jackson,61,1168.8633333333332,134
1626163,Frank Kaminsky,47,754.69,163
1628412,Frank Mason III,38,435.47833333333335,43
1628373,Frank Ntilikina,43,903.6033333333334,87
1627832,Fred VanVleet,64,1760.2533333333333,167
1627788,Furkan Korkmaz,48,679.2316666666667,107
202066,Garrett Temple,75,2040.5916666666667,216
1629109,Gary Clark,51,640.6066666666667,116
203914,Gary Harris,57,1639.2433333333333,160
1627780,Gary Payton II,3,15.916666666666666,2
1629018,Gary Trent Jr.,15,110.55,11
201588,George Hill,60,1302.305,148
1628994,George King,1,5.9,1
1627777,Georges Niang,59,516.3483333333334,87
101123,Gerald Green,73,1472.9816666666666,182
203507,Giannis Antetokounmpo,72,2358.221666666667,898
203922,Glenn Robinson III,47,610.1116666666667,71
201609,Goran Dragic,36,990.5166666666667,111
202330,Gordon Hayward,72,1863.3383333333334,322
203476,Gorgui Dieng,76,1031.2216666666666,311
1628960,Grayson Allen,38,416.29333333333335,23
202328,Greg Monroe,43,479.9166666666667,172
1627824,Guerschon Yabusele,41,250.80333333333334,53
1628977,Hamidou Diallo,51,526.28,97
203084,Harrison Barnes,77,2532.5933333333332,361
1628385,Harry Giles III,58,819.99,222
202355,Hassan Whiteside,72,1674.2266666666667,817
1629312,Haywood Highsmith,5,39.78333333333333,5
1627740,Henry Ellenson,19,259.1066666666667,66
203546,Ian Clark,60,972.5783333333334,89
101133,Ian Mahinmi,34,497.76666666666665,128
1628387,Ike Anigbogu,3,6.15,3
202697,Iman Shumpert,62,1480.8,183
1629067,Isaac Bonga,22,120.025,25
1629353,Isaac Humphries,5,56.43333333333333,11
1628515,Isaiah Briscoe,39,559.23,74
203477,Isaiah Canaan,30,627.9233333333333,58
1628392,Isaiah Hartenstein,28,221.26,47
1628439,Isaiah Hicks,3,32.333333333333336,7
202738,Isaiah Thomas,12,180.78,13
202397,Ish Smith,56,1250.99,145
1628397,Ivan Rabb,49,720.6816666666666,206
1627826,Ivica Zubac,59,1039.2,362
200826,J.J. Barea,38,751.8083333333333,95
1629122,J.P. Macura,2,16.833333333333332,3
200755,JJ Redick,76,2379.116666666667,186
2747,JR Smith,11,222.335,18
203960,JaKarr Sampson,4,127.26666666666667,32
203210,JaMychal Green,65,1370.5833333333333,409
201580,JaVale McGee,75,1670.6933333333334,566
203953,Jabari Parker,64,1724.2716666666668,421
1628980,Jacob Evans,30,203.59666666666666,25
203109,Jae Crowder,80,2165.7316666666666,384
1626143,Jahlil Okafor,59,934.8483333333334,278
1627774,Jake Layman,71,1326.9366666666667,217
1627751,Jakob Poeltl,77,1272.655,410
1628973,Jalen Brunson,73,1591.2583333333334,169
1627883,Jalen Jones,16,214.12333333333333,34
2037,Jamal Crawford,64,1210.9116666666666,85
1627750,Jamal Murray,75,2447.3116666666665,317
203516,James Ennis III,58,1229.6383333333333,182
201935,James Harden,78,2866.725,518
201949,James Johnson,55,1163.8383333333334,176
203263,James Nunnally,15,101.49333333333334,5
201162,Jared Dudley,59,1219.6483333333333,155
1629123,Jared Terrell,14,110.92166666666667,6
1626185,Jarell Martin,42,327.88,73
1628991,Jaren Jackson Jr.,58,1514.6883333333333,272
1628417,Jaron Blossomgame,27,439.16,98
1629020,Jarred Vanderbilt,17,69.18666666666667,23
1628386,Jarrett Allen,80,2095.97,672
201160,Jason Smith,20,190.51666666666668,52
1628393,Jawun Evans,8,64.34833333333333,12
1629121,Jaylen Adams,34,427.5883333333333,60
1627759,Jaylen Brown,74,1913.3516666666667,313
1628537,Jaylen Morris,4,28.513333333333332,5
1628369,Jayson Tatum,79,2454.6966666666667,477
201145,Jeff Green,77,2096.6883333333335,309
201952,Jeff Teague,42,1264.035,106
1629203,Jemerrio Jones,6,143.11666666666667,49
203924,Jerami Grant,80,2612.26,417
203087,Jeremy Lamb,79,2250.09,434
202391,Jeremy Lin,74,1436.3133333333333,179
1626170,Jerian Grant,60,938.7733333333333,98
1629010,Jerome Robinson,33,320.52,41
201573,Jerryd Bayless,34,656.9966666666667,62
1628975,Jevon Carter,39,576.5016666666667,66
202690,Jimmer Fredette,6,64.76666666666667,7
202710,Jimmy Butler III,65,2184.9766666666665,342
201149,Joakim Noah,42,692.485,238
201975,Jodie Meeks,8,104.04,12
1629147,Joe Chealey,1,7.75,0
203925,Joe Harris,76,2293.5216666666665,291
204060,Joe Ingles,82,2567.5666666666666,330
203954,Joel Embiid,64,2154.305,871
1628381,John Collins,61,1828.4016666666666,595
203089,John Henson,14,188.40833333333333,71
204066,John Holland,1,0.7366666666666667,0
203098,John Jenkins,26,333.105,37
202322,John Wall,32,1103.78,116
1628405,Johnathan Motley,22,156.01833333333335,51
1629140,Johnathan Williams,24,371.7033333333333,99
202720,Jon Leuer,41,402.36833333333334,97
1628413,Jonah Bolden,44,638.6716666666666,165
201973,Jonas Jerebko,73,1217.9633333333334,288
