loc_x,loc_y,shot_made,shot_type,shot_zone,shot_distance,game_id,game_date,shot_zone_area
-64,260,True,3PT,Above the Break 3,26,0022400013,20241115,Center(C)
148,231,False,3PT,Above the Break 3,27,0022400013,20241115,Right Side Center(RC)
-148,215,True,3PT,Above the Break 3,26,0022400013,20241115,Left Side Center(LC)
6,149,True,2PT,Mid-Range,14,0022400013,20241115,Center(C)
143,232,False,3PT,Above the Break 3,27,0022400013,20241115,Right Side Center(RC)
189,167,False,3PT,Above the Break 3,25,0022400013,20241115,Right Side Center(RC)
-229,41,True,3PT,Left Corner 3,23,0022400013,20241115,Left Side(L)
228,113,False,3PT,Above the Break 3,25,0022400013,20241115,Right Side Center(RC)
2,3,True,2PT,Restricted Area,0,0022400013,20241115,Center(C)
-119,262,True,3PT,Above the Break 3,28,0022400013,20241115,Left Side Center(LC)
5,4,False,2PT,Restricted Area,0,0022400013,20241115,Center(C)
169,267,True,3PT,Above the Break 3,31,0022400013,20241115,Right Side Center(RC)
-195,150,True,3PT,Above the Break 3,24,0022400013,20241115,Left Side Center(LC)
-1,9,False,2PT,Restricted Area,0,0022400013,20241115,Center(C)
5,323,False,3PT,Above the Break 3,32,0022400013,20241115,Center(C)
-37,114,False,2PT,In The Paint (Non-RA),11,0022400030,20241122,Center(C)
-64,246,False,3PT,Above the Break 3,25,0022400030,20241122,Center(C)
-222,0,False,3PT,Left Corner 3,22,0022400030,20241122,Left Side(L)
37,248,False,3PT,Above the Break 3,25,0022400030,20241122,Center(C)
-168,193,False,3PT,Above the Break 3,25,0022400030,20241122,Left Side Center(LC)
86,73,True,2PT,Mid-Range,11,0022400030,20241122,Right Side(R)
-136,208,False,3PT,Above the Break 3,24,0022400030,20241122,Left Side Center(LC)
-183,196,False,3PT,Above the Break 3,26,0022400030,20241122,Left Side Center(LC)
-10,6,True,2PT,Restricted Area,1,0022400030,20241122,Center(C)
-180,180,True,3PT,Above the Break 3,25,0022400030,20241122,Left Side Center(LC)
