EntityId,Name,Points,AssistPoints,created,rank
2544,LeBron James,2036.0,1298.0,3334.0,1
201566,Russell Westbrook,1903.0,1350.0,3253.0,2
977,Kobe Bryant,2133.0,1092.0,3225.0,3
201142,Kevin Durant,2280.0,900.0,3180.0,4
201935,James Harden,2023.0,1098.0,3121.0,5
201939,Stephen Curry,1786.0,1181.0,2967.0,6
101114,Deron Williams,1476.0,1356.0,2832.0,7
201950,Jrue Holiday,1383.0,1414.0,2797.0,8
203081,Damian Lillard,1562.0,1230.0,2792.0,9
101108,Chris Paul,1186.0,1542.0,2728.0,10
101145,Monta Ellis,1577.0,1127.0,2704.0,11
202349,Greivis Vasquez,1083.0,1573.0,2656.0,12
201943,Brandon Jennings,1397.0,1165.0,2562.0,13
2225,Tony Parker,1341.0,1168.0,2509.0,14
202689,Kemba Walker,1455.0,1040.0,2495.0,15
201952,Jeff Teague,1166.0,1316.0,2482.0,16
201609,Goran Dragic,1134.0,1250.0,2384.0,17
2546,Carmelo Anthony,1920.0,442.0,2362.0,18
201951,Ty Lawson,1216.0,1145.0,2361.0,19
2548,Dwyane Wade,1463.0,804.0,2267.0,20
202391,Jeremy Lin,1095.0,1152.0,2247.0,21
1718,Paul Pierce,1430.0,810.0,2240.0,22
201144,Mike Conley,1168.0,1035.0,2203.0,23
101135,David Lee,1459.0,685.0,2144.0,24
201933,Blake Griffin,1440.0,702.0,2142.0,25
202331,Paul George,1377.0,736.0,2113.0,26
202681,Kyrie Irving,1325.0,768.0,2093.0,27
2746,Josh Smith,1327.0,761.0,2088.0,28
201564,O.J. Mayo,1255.0,795.0,2050.0,29
200746,LaMarcus Aldridge,1560.0,474.0,2034.0,30
101127,Jarrett Jack,1023.0,1005.0,2028.0,31
2738,Andre Iguodala,1038.0,957.0,1995.0,32
201942,DeMar DeRozan,1485.0,502.0,1987.0,33
2747,JR Smith,1446.0,539.0,1985.0,34
101181,Jose Calderon,826.0,1127.0,1953.0,35
202328,Greg Monroe,1298.0,637.0,1935.0,36
201954,Darren Collison,972.0,948.0,1920.0,37
201143,Al Horford,1289.0,593.0,1882.0,38
202323,Evan Turner,1094.0,779.0,1873.0,39
101109,Raymond Felton,948.0,924.0,1872.0,40
201588,George Hill,1076.0,791.0,1867.0,41
101126,Nate Robinson,1074.0,777.0,1851.0,42
201587,Nicolas Batum,1047.0,800.0,1847.0,43
201188,Marc Gasol,1127.0,704.0,1831.0,44
1889,Andre Miller,786.0,1044.0,1830.0,45
202738,Isaiah Thomas,1100.0,719.0,1819.0,46
202718,Chandler Parsons,1177.0,634.0,1811.0,47
200752,Rudy Gay,1366.0,443.0,1809.0,48
2207,Joe Johnson,1170.0,624.0,1794.0,49
2744,Al Jefferson,1391.0,397.0,1788.0,50
202322,John Wall,906.0,864.0,1770.0,51
200755,JJ Redick,1100.0,663.0,1763.0,52
202691,Klay Thompson,1359.0,401.0,1760.0,53
200768,Kyle Lowry,791.0,965.0,1756.0,54
2561,David West,1250.0,502.0,1752.0,55
202326,DeMarcus Cousins,1280.0,465.0,1745.0,56
2749,Jameer Nelson,822.0,912.0,1734.0,57
2736,Luol Deng,1237.0,489.0,1726.0,58
2430,Carlos Boozer,1281.0,396.0,1677.0,59
2037,Jamal Crawford,1255.0,421.0,1676.0,60
202688,Brandon Knight,999.0,663.0,1662.0,61
1495,Tim Duncan,1227.0,403.0,1630.0,62
200794,Paul Millsap,1135.0,485.0,1620.0,63
2557,Luke Ridnour,939.0,676.0,1615.0,64
201572,Brook Lopez,1437.0,173.0,1610.0,65
2730,Dwight Howard,1296.0,273.0,1569.0,66
201568,Danilo Gallinari,1149.0,391.0,1540.0,67
201167,Arron Afflalo,1057.0,474.0,1531.0,68
201583,Ryan Anderson,1309.0,217.0,1526.0,69
2547,Chris Bosh,1232.0,288.0,1520.0,70
1713,Vince Carter,1088.0,431.0,1519.0,71
201936,Tyreke Evans,987.0,525.0,1512.0,72
201937,Ricky Rubio,608.0,897.0,1505.0,73
201155,Rodney Stuckey,876.0,623.0,1499.0,74
202330,Gordon Hayward,1017.0,474.0,1491.0,75
200826,J.J. Barea,834.0,655.0,1489.0,76
201945,Gerald Henderson,1055.0,409.0,1464.0,77
2449,Luis Scola,1048.0,410.0,1458.0,78
200765,Rajon Rondo,522.0,922.0,1444.0,79
202083,Wesley Matthews,1022.0,391.0,1413.0,80
2216,Zach Randolph,1169.0,242.0,1411.0,81
201152,Thaddeus Young,1127.0,283.0,1410.0,82
201196,Ramon Sessions,876.0,532.0,1408.0,83
959,Steve Nash,636.0,747.0,1383.0,84
708,Kevin Garnett,1004.0,363.0,1367.0,85
201149,Joakim Noah,784.0,573.0,1357.0,86
201145,Jeff Green,1036.0,309.0,1345.0,87
1938,Manu Ginobili,705.0,626.0,1331.0,88
202696,Nikola Vucevic,1008.0,323.0,1331.0,88
2755,Kevin Martin,1077.0,238.0,1315.0,90
203079,Dion Waiters,894.0,411.0,1305.0,91
201150,Spencer Hawes,905.0,399.0,1304.0,92
202348,Jordan Crawford,814.0,489.0,1303.0,93
203144,Alexey Shved,665.0,636.0,1301.0,94
2419,Tayshaun Prince,852.0,448.0,1300.0,95
201162,Jared Dudley,861.0,435.0,1296.0,96
201573,Jerryd Bayless,693.0,596.0,1289.0,97
201596,Mario Chalmers,666.0,606.0,1272.0,98
201147,Corey Brewer,990.0,263.0,1253.0,99
200751,Randy Foye,882.0,365.0,1247.0,100
1891,Jason Terry,799.0,442.0,1241.0,101
101141,Ersan Ilyasova,962.0,273.0,1235.0,102
201581,JJ Hickson,1018.0,212.0,1230.0,103
2590,Mo Williams,592.0,630.0,1222.0,104
2757,Beno Udrih,538.0,675.0,1213.0,105
202684,Tristan Thompson,957.0,255.0,1212.0,106
1717,Dirk Nowitzki,917.0,293.0,1210.0,107
202362,Lance Stephenson,687.0,515.0,1202.0,108
201579,Roy Hibbert,937.0,259.0,1196.0,109
1890,Shawn Marion,812.0,383.0,1195.0,110
1897,Metta World Peace,929.0,264.0,1193.0,111
101110,Martell Webster,869.0,322.0,1191.0,112
951,Ray Allen,863.0,319.0,1182.0,113
2422,John Salmons,672.0,508.0,1180.0,114
202339,Eric Bledsoe,643.0,531.0,1174.0,115
101198,Will Bynum,636.0,536.0,1172.0,116
2403,Nene,766.0,402.0,1168.0,117
201586,Serge Ibaka,1055.0,106.0,1161.0,118
1905,Andrei Kirilenko,791.0,368.0,1159.0,119
2732,Ben Gordon,840.0,312.0,1152.0,120
202087,Alonzo Gee,842.0,303.0,1145.0,121
201980,Danny Green,838.0,305.0,1143.0,122
2550,Kirk Hinrich,459.0,679.0,1138.0,123
2200,Pau Gasol,673.0,464.0,1137.0,124
2594,Kyle Korver,810.0,325.0,1135.0,125
201593,Nikola Pekovic,1011.0,123.0,1134.0,126
201168,Tiago Splitter,838.0,291.0,1129.0,127
201977,Marcus Thornton,916.0,203.0,1119.0,128
2399,Mike Dunleavy,785.0,320.0,1105.0,129
2440,Matt Barnes,822.0,281.0,1103.0,130
202702,Kenneth Faried,923.0,176.0,1099.0,131
203078,Bradley Beal,780.0,311.0,1091.0,132
201574,Jason Thompson,891.0,193.0,1084.0,133
101161,Amir Johnson,813.0,265.0,1078.0,134
201577,Robin Lopez,929.0,144.0,1073.0,135
203148,Brian Roberts,555.0,512.0,1067.0,136
2748,Dorell Wright,729.0,333.0,1062.0,137
467,Jason Kidd,458.0,600.0,1058.0,138
101154,Andray Blatche,843.0,206.0,1049.0,139
202682,Derrick Williams,933.0,112.0,1045.0,140
202734,E'Twaun Moore,588.0,448.0,1036.0,141
2568,Carlos Delfino,708.0,327.0,1035.0,142
201158,Marco Belinelli,702.0,333.0,1035.0,142
2734,Devin Harris,577.0,455.0,1032.0,144
201171,Carl Landry,874.0,152.0,1026.0,145
201569,Eric Gordon,713.0,310.0,1023.0,146
203076,Anthony Davis,867.0,144.0,1011.0,147
201600,Omer Asik,832.0,172.0,1004.0,148
201563,Michael Beasley,759.0,243.0,1002.0,149
2406,Caron Butler,813.0,182.0,995.0,150
2731,Emeka Okafor,765.0,222.0,987.0,151
203077,Michael Kidd-Gilchrist,704.0,272.0,976.0,152
203084,Harrison Barnes,748.0,227.0,975.0,153
202710,Jimmy Butler,705.0,256.0,961.0,154
202390,Gary Neal,645.0,305.0,950.0,155
2222,Gerald Wallace,531.0,414.0,945.0,156
202335,Patrick Patterson,737.0,199.0,936.0,157
201584,Courtney Lee,612.0,322.0,934.0,158
101187,Alan Anderson,693.0,231.0,924.0,159
2754,Tony Allen,705.0,217.0,922.0,160
201228,C.J. Watson,543.0,373.0,916.0,161
202693,Markieff Morris,670.0,238.0,908.0,162
202695,Kawhi Leonard,689.0,213.0,902.0,163
2733,Shaun Livingston,417.0,484.0,901.0,164
201985,AJ Price,441.0,457.0,898.0,165
202713,Kyle Singler,720.0,177.0,897.0,166
101138,Brandon Bass,701.0,196.0,897.0,166
202324,Derrick Favors,727.0,168.0,895.0,168
201962,Toney Douglas,534.0,357.0,891.0,169
200757,Thabo Sefolosha,613.0,276.0,889.0,170
202336,Larry Sanders,696.0,187.0,883.0,171
2224,Jamaal Tinsley,229.0,651.0,880.0,172
101139,CJ Miles,729.0,140.0,869.0,173
101150,Lou Williams,551.0,317.0,868.0,174
202338,Kevin Seraphin,721.0,146.0,867.0,175
200769,Shannon Brown,617.0,246.0,863.0,176
203143,Pablo Prigioni,275.0,580.0,855.0,177
201967,Dante Cunningham,695.0,158.0,853.0,178
2564,Boris Diaw,435.0,416.0,851.0,179
201961,Wayne Ellington,614.0,234.0,848.0,180
101162,Marcin Gortat,680.0,166.0,846.0,181
2199,Tyson Chandler,689.0,146.0,835.0,182
203092,Tyler Zeller,610.0,224.0,834.0,183
202708,Norris Cole,445.0,385.0,830.0,184
1712,Antawn Jamison,712.0,115.0,827.0,185
201156,Nick Young,628.0,188.0,816.0,186
2549,Chris Kaman,693.0,117.0,810.0,187
202329,Al-Farouq Aminu,555.0,239.0,794.0,188
201599,DeAndre Jordan,724.0,61.0,785.0,189
2772,Trevor Ariza,530.0,254.0,784.0,190
201975,Jodie Meeks,618.0,158.0,776.0,191
202334,Ed Davis,623.0,147.0,770.0,192
201580,JaVale McGee,717.0,51.0,768.0,193
201578,Marreese Speights,658.0,106.0,764.0,194
202699,Tobias Harris,603.0,150.0,753.0,195
1888,Richard Hamilton,490.0,261.0,751.0,196
200782,PJ Tucker,506.0,244.0,750.0,197
202694,Marcus Morris,596.0,146.0,742.0,198
201571,D.J. Augustin,356.0,383.0,739.0,199
201957,Byron Mullens,564.0,173.0,737.0,200
203090,Maurice Harkless,625.0,111.0,736.0,201
201585,Kosta Koufos,648.0,77.0,725.0,202
2581,Steve Blake,327.0,396.0,723.0,203
201177,Josh McRoberts,401.0,310.0,711.0,204
202690,Jimmer Fredette,494.0,214.0,708.0,205
201953,Eric Maynor,291.0,415.0,706.0,206
201163,Wilson Chandler,560.0,143.0,703.0,207
2555,Nick Collison,412.0,289.0,701.0,208
202340,Avery Bradley,461.0,239.0,700.0,209
