season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG,family
2025-26,0022501177,20260410,Turnaround Jump Shot,2PT Field Goal,Mid-Range,12,1,Turnarounds/fades
2025-26,0022501177,20260410,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,3,1,Floaters
2025-26,0022501177,20260410,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2025-26,0022501177,20260410,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022501177,20260410,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022501177,20260410,Running Jump Shot,3PT Field Goal,Above the Break 3,25,0,Running jumpers
2025-26,0022501177,20260410,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022501177,20260410,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022501177,20260410,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022501177,20260410,Jump Shot,3PT Field Goal,Above the Break 3,29,0,Standard jumpers
2025-26,0022501209,20251212,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022501209,20251212,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022501209,20251212,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,0,Pull-ups
2025-26,0022501209,20251212,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022501209,20251212,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022501209,20251212,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022501209,20251212,Turnaround Hook Shot,2PT Field Goal,Restricted Area,2,1,Hooks
2025-26,0022501209,20251212,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022501223,20251214,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022501223,20251214,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2025-26,0022501223,20251214,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2025-26,0022501223,20251214,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022501223,20251214,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
