season,game_id,player_id,player_name,and1s,and1s_3pt,and1s_flagrant,and1s_made_ft
2001-02,0020101177,147,Rose,1,0,0,1
2001-02,0020101177,2199,Chandler,1,0,0,1
2001-02,0020101177,2201,Curry,1,0,0,1
2002-03,0020200004,2199,Chandler,1,0,0,1
2002-03,0020200004,2398,Williams,1,0,0,0
2002-03,0020200004,147,Rose,1,0,0,1
2002-03,0020200025,147,Rose,1,0,0,1
2002-03,0020200032,147,Rose,1,0,0,0
2002-03,0020200032,2201,Curry,1,0,0,1
2002-03,0020200032,2398,Williams,1,0,0,1
2002-03,0020200046,1944,Robinson,1,0,0,1
2002-03,0020200046,923,Marshall,1,0,0,0
2002-03,0020200046,916,Blount,1,0,0,1
2002-03,0020200064,923,Marshall,1,0,0,1
2002-03,0020200064,147,Rose,1,0,0,1
2002-03,0020200078,2437,Baxter,2,0,0,0
2002-03,0020200086,2239,Hassell,1,0,0,0
2002-03,0020200086,1944,Robinson,1,0,0,1
2002-03,0020200110,2437,Baxter,2,0,0,1
2002-03,0020200123,147,Rose,1,0,0,1
2002-03,0020200123,2437,Baxter,1,0,0,1
2002-03,0020200123,2398,Williams,1,0,0,0
2002-03,0020200135,147,Rose,1,0,0,1
2002-03,0020200154,2199,Chandler,1,0,0,0
2002-03,0020200154,147,Rose,2,0,0,2
2002-03,0020200154,2437,Baxter,1,0,0,1
2002-03,0020200154,1944,Robinson,1,0,0,1
2002-03,0020200165,2398,Williams,1,0,0,1
2002-03,0020200178,2398,Williams,1,0,0,1
2002-03,0020200178,2437,Baxter,1,0,0,1
2002-03,0020200186,2201,Curry,1,0,0,0
2002-03,0020200186,147,Rose,1,0,0,1
2002-03,0020200204,923,Marshall,2,0,0,2
2002-03,0020200204,2199,Chandler,1,0,0,0
2002-03,0020200233,2199,Chandler,2,0,0,1
2002-03,0020200233,2033,Fizer,1,0,0,1
2002-03,0020200233,923,Marshall,1,0,0,1
2002-03,0020200257,2199,Chandler,1,0,0,1
2002-03,0020200271,2201,Curry,1,0,0,0
2002-03,0020200271,697,Hoiberg,1,0,0,1
2002-03,0020200271,2033,Fizer,1,0,0,0
2002-03,0020200302,2033,Fizer,2,0,0,1
2002-03,0020200302,147,Rose,1,0,0,1
2002-03,0020200314,2398,Williams,1,0,0,1
2002-03,0020200333,2398,Williams,1,0,0,1
2002-03,0020200333,923,Marshall,1,0,0,1
2002-03,0020200346,2033,Fizer,1,0,0,0
2002-03,0020200346,2398,Williams,2,0,0,1
2002-03,0020200360,147,Rose,1,0,0,1
2002-03,0020200360,2398,Williams,1,0,0,1
2002-03,0020200360,923,Marshall,1,0,0,1
2002-03,0020200360,2033,Fizer,1,0,0,0
2002-03,0020200370,923,Marshall,1,0,0,1
2002-03,0020200370,2033,Fizer,1,0,0,1
2002-03,0020200397,2201,Curry,1,0,0,1
2002-03,0020200413,2199,Chandler,1,0,0,0
2002-03,0020200413,147,Rose,1,0,0,1
2002-03,0020200422,2199,Chandler,1,0,0,0
2002-03,0020200443,2199,Chandler,2,0,0,2
2002-03,0020200450,2033,Fizer,1,0,0,1
2002-03,0020200450,147,Rose,1,0,0,0
2002-03,0020200450,1944,Robinson,1,0,0,0
2002-03,0020200468,2199,Chandler,2,0,0,2
2002-03,0020200468,2239,Hassell,1,0,0,1
2002-03,0020200468,2037,Crawford,1,0,0,1
2002-03,0020200484,2033,Fizer,1,0,0,1
2002-03,0020200484,147,Rose,1,0,0,1
2002-03,0020200492,2201,Curry,2,0,0,1
2002-03,0020200492,147,Rose,1,0,0,1
2002-03,0020200492,923,Marshall,1,0,0,1
2002-03,0020200492,2033,Fizer,1,0,0,0
2002-03,0020200533,147,Rose,1,0,0,1
2002-03,0020200533,2033,Fizer,1,0,0,1
2002-03,0020200538,2037,Crawford,1,0,0,1
2002-03,0020200559,1944,Robinson,1,0,0,1
2002-03,0020200569,2033,Fizer,1,0,0,0
2002-03,0020200569,147,Rose,1,0,0,0
2002-03,0020200578,147,Rose,1,0,0,0
2002-03,0020200578,2201,Curry,1,0,0,1
2002-03,0020200592,2239,Hassell,1,0,0,0
2002-03,0020200592,2199,Chandler,1,0,0,0
2002-03,0020200592,2033,Fizer,1,0,0,1
2002-03,0020200613,2033,Fizer,1,0,0,1
2002-03,0020200627,923,Marshall,1,0,0,1
2002-03,0020200627,147,Rose,1,0,0,1
2002-03,0020200652,2239,Hassell,1,0,0,1
2002-03,0020200652,2199,Chandler,1,0,0,0
2002-03,0020200665,2201,Curry,1,0,0,0
2002-03,0020200675,1944,Robinson,1,0,0,1
2002-03,0020200687,2199,Chandler,2,0,0,1
2002-03,0020200687,923,Marshall,1,0,0,1
2002-03,0020200687,2398,Williams,1,0,0,1
2002-03,0020200696,147,Rose,1,0,0,1
2002-03,0020200696,923,Marshall,1,0,0,1
2002-03,0020200696,2201,Curry,1,0,0,1
2002-03,0020200713,2199,Chandler,1,0,0,0
2002-03,0020200720,2199,Chandler,2,0,0,2
2002-03,0020200720,1944,Robinson,1,0,0,1
2002-03,0020200734,2037,Crawford,1,0,0,0
2002-03,0020200734,2199,Chandler,1,0,0,0
2002-03,0020200744,2437,Baxter,1,0,0,0
2002-03,0020200744,147,Rose,2,0,0,1
2002-03,0020200763,923,Marshall,1,0,0,1
2002-03,0020200763,2199,Chandler,1,0,0,1
2002-03,0020200763,1944,Robinson,1,0,0,1
2002-03,0020200763,147,Rose,1,0,0,1
2002-03,0020200763,2201,Curry,1,0,0,1
2002-03,0020200776,923,Marshall,1,0,0,0
2002-03,0020200776,147,Rose,1,0,0,1
2002-03,0020200776,2199,Chandler,1,0,0,0
2002-03,0020200776,2201,Curry,1,0,0,1
2002-03,0020200784,2201,Curry,1,0,0,0
2002-03,0020200794,147,Rose,2,0,0,1
2002-03,0020200794,2201,Curry,1,0,0,1
2002-03,0020200810,923,Marshall,1,0,0,1
2002-03,0020200827,2437,Baxter,1,0,0,1
2002-03,0020200827,2201,Curry,2,0,0,2
2002-03,0020200827,923,Marshall,1,0,0,1
2002-03,0020200827,147,Rose,2,0,0,2
2002-03,0020200840,2199,Chandler,1,0,0,1
2002-03,0020200840,147,Rose,2,0,0,1
2002-03,0020200840,2037,Crawford,1,0,0,1
2002-03,0020200845,2201,Curry,2,0,0,1
2002-03,0020200845,916,Blount,2,0,0,1
2002-03,0020200845,2199,Chandler,1,0,0,1
2002-03,0020200860,147,Rose,2,0,0,2
2002-03,0020200882,2201,Curry,2,0,0,1
2002-03,0020200882,2199,Chandler,3,0,0,2
2002-03,0020200882,2437,Baxter,1,0,0,1
2002-03,0020200895,147,Rose,1,0,0,1
2002-03,0020200895,2201,Curry,2,0,0,1
2002-03,0020200917,147,Rose,1,0,0,1
2002-03,0020200917,923,Marshall,1,0,0,1
2002-03,0020200927,2199,Chandler,1,0,0,0
2002-03,0020200927,2201,Curry,1,0,0,0
2002-03,0020200939,147,Rose,1,0,0,1
2002-03,0020200939,2437,Baxter,1,0,0,0
2002-03,0020200954,2201,Curry,1,0,0,1
2002-03,0020200954,923,Marshall,1,0,0,1
2002-03,0020200965,2398,Williams,1,0,0,1
2002-03,0020200965,147,Rose,2,1,0,2
2002-03,0020200997,2037,Crawford,1,0,0,0
2002-03,0020200997,2201,Curry,1,0,0,1
2002-03,0020201006,916,Blount,1,0,0,1
2002-03,0020201039,2201,Curry,1,0,0,1
2002-03,0020201039,923,Marshall,1,0,0,1
2002-03,0020201039,2037,Crawford,1,0,0,1
2002-03,0020201039,2239,Hassell,1,0,0,1
2002-03,0020201051,2199,Chandler,1,0,0,1
2002-03,0020201051,2201,Curry,1,0,0,1
2002-03,0020201069,2201,Curry,1,0,0,1
2002-03,0020201069,2037,Crawford,1,0,0,0
2002-03,0020201076,2437,Baxter,1,0,0,1
2002-03,0020201076,2398,Williams,1,0,0,1
2002-03,0020201100,923,Marshall,2,0,0,1
2002-03,0020201100,147,Rose,1,0,0,1
2002-03,0020201100,2037,Crawford,1,0,0,1
2002-03,0020201119,2437,Baxter,1,0,0,1
2002-03,0020201119,2201,Curry,1,0,0,1
2002-03,0020201119,2037,Crawford,1,0,0,1
2002-03,0020201128,2398,Williams,1,0,0,0
2002-03,0020201128,147,Rose,1,0,0,0
2002-03,0020201128,2201,Curry,1,0,0,1
2002-03,0020201158,2398,Williams,1,0,0,1
2002-03,0020201158,2437,Baxter,1,0,0,1
2002-03,0020201173,2201,Curry,2,0,0,1
2002-03,0020201173,2437,Baxter,1,0,0,0
2003-04,0020300024,383,Gill,1,0,0,1
2003-04,0020300024,147,Rose,1,0,0,1
2003-04,0020300032,2199,Chandler,1,0,0,1
2003-04,0020300044,2037,Crawford,1,0,0,1
2003-04,0020300044,2199,Chandler,1,0,0,1
2003-04,0020300054,147,Rose,1,0,0,1
2003-04,0020300079,147,Rose,1,0,0,0
2003-04,0020300079,923,Marshall,1,0,0,1
2003-04,0020300092,2201,Curry,1,0,0,1
2003-04,0020300092,2550,Hinrich,1,0,0,1
2003-04,0020300103,2201,Curry,2,0,0,2
2003-04,0020300113,2201,Curry,1,0,0,1
2003-04,0020300113,1944,Robinson,1,0,0,0
2003-04,0020300132,2199,Chandler,1,0,0,1
2003-04,0020300132,2550,Hinrich,1,0,0,1
2003-04,0020300132,2201,Curry,1,0,0,1
2003-04,0020300150,2033,Fizer,1,0,0,1
2003-04,0020300150,2199,Chandler,2,0,0,1
2003-04,0020300150,383,Gill,1,0,0,1
2003-04,0020300172,916,Blount,1,0,0,0
2003-04,0020300172,923,Marshall,1,0,0,1
2003-04,0020300185,2199,Chandler,1,0,0,0
2003-04,0020300185,1944,Robinson,1,0,0,1
2003-04,0020300195,2199,Chandler,3,0,0,2
2003-04,0020300195,2037,Crawford,1,0,0,1
2003-04,0020300195,916,Blount,1,0,0,0
2003-04,0020300205,2201,Curry,1,0,0,1
2003-04,0020300205,147,Rose,1,0,0,1
2003-04,0020300205,1944,Robinson,1,0,0,1
2003-04,0020300237,966,Williams,1,0,0,1
2003-04,0020300237,2201,Curry,2,0,0,2
2003-04,0020300287,1944,Robinson,1,0,0,1
2003-04,0020300287,2201,Curry,1,0,0,1
2003-04,0020300316,966,Williams,1,0,0,1
2003-04,0020300316,383,Gill,1,0,0,1
2003-04,0020300316,2201,Curry,1,0,0,1
2003-04,0020300316,2550,Hinrich,1,0,0,1
2003-04,0020300324,2201,Curry,1,0,0,1
2003-04,0020300324,383,Gill,1,0,0,0
2003-04,0020300324,2550,Hinrich,1,0,0,0
2003-04,0020300343,2037,Crawford,1,0,0,1
2003-04,0020300352,966,Williams,2,0,0,1
2003-04,0020300374,966,Williams,1,0,0,1
2003-04,0020300374,383,Gill,1,0,0,1
2003-04,0020300374,213,Davis,1,0,0,1
2003-04,0020300387,966,Williams,1,0,0,1
2003-04,0020300387,1594,Brunson,1,0,0,1
2003-04,0020300391,2550,Hinrich,2,0,0,2
2003-04,0020300391,2669,Johnson,1,0,0,1
2003-04,0020300420,966,Williams,1,0,0,0
2003-04,0020300420,2037,Crawford,1,0,0,1
2003-04,0020300420,383,Gill,1,0,0,1
2003-04,0020300434,2201,Curry,2,0,0,1
2003-04,0020300442,213,Davis,2,0,0,1
2003-04,0020300442,2201,Curry,1,0,0,1
2003-04,0020300442,2037,Crawford,1,0,0,1
2003-04,0020300454,2201,Curry,2,0,0,1
2003-04,0020300454,966,Williams,1,0,0,1
2003-04,0020300454,2033,Fizer,1,0,0,1
2003-04,0020300468,2550,Hinrich,1,0,0,1
2003-04,0020300468,966,Williams,1,0,0,1
2003-04,0020300468,1944,Robinson,1,0,0,1
2003-04,0020300480,966,Williams,1,0,0,1
2003-04,0020300480,2669,Johnson,1,0,0,0
2003-04,0020300495,213,Davis,1,0,0,1
2003-04,0020300537,2037,Crawford,1,0,0,1
2003-04,0020300553,1594,Brunson,1,0,0,1
2003-04,0020300571,2648,Dupree,1,0,0,0
2003-04,0020300580,966,Williams,1,0,0,1
2003-04,0020300580,2648,Dupree,1,0,0,0
2003-04,0020300597,1944,Robinson,1,0,0,1
2003-04,0020300616,966,Williams,1,0,0,1
2003-04,0020300629,2201,Curry,1,0,0,1
2003-04,0020300629,2037,Crawford,2,0,0,2
2003-04,0020300644,966,Williams,2,0,0,1
2003-04,0020300653,2201,Curry,1,0,0,1
2003-04,0020300653,2033,Fizer,1,0,0,0
2003-04,0020300668,966,Williams,1,0,0,0
2003-04,0020300668,2648,Dupree,1,0,0,1
2003-04,0020300678,2201,Curry,2,0,0,1
2003-04,0020300678,937,Pippen,1,0,0,1
2003-04,0020300691,966,Williams,1,0,0,0
2003-04,0020300691,2037,Crawford,1,0,0,1
2003-04,0020300691,2201,Curry,2,0,0,2
2003-04,0020300706,2550,Hinrich,1,0,0,1
2003-04,0020300706,1944,Robinson,2,0,0,2
2003-04,0020300706,213,Davis,1,0,0,0
2003-04,0020300706,966,Williams,1,0,0,1
2003-04,0020300706,2201,Curry,1,0,0,1
2003-04,0020300745,2648,Dupree,1,0,0,1
2003-04,0020300759,2037,Crawford,1,0,0,1
2003-04,0020300797,966,Williams,1,0,0,1
2003-04,0020300797,2201,Curry,1,0,0,0
2003-04,0020300797,2550,Hinrich,1,0,0,0
2003-04,0020300829,2201,Curry,1,0,0,1
2003-04,0020300829,2550,Hinrich,1,0,0,1
2003-04,0020300834,383,Gill,1,0,0,1
2003-04,0020300834,2037,Crawford,1,0,0,1
2003-04,0020300852,2201,Curry,3,0,0,2
2003-04,0020300865,213,Davis,1,0,0,1
2003-04,0020300878,2648,Dupree,1,0,0,0
2003-04,0020300898,2201,Curry,2,0,0,0
2003-04,0020300898,966,Williams,1,0,0,0
2003-04,0020300898,2037,Crawford,1,0,0,1
2003-04,0020300922,213,Davis,1,0,0,1
2003-04,0020300922,2201,Curry,1,0,0,0
2003-04,0020300922,2648,Dupree,1,0,0,0
2003-04,0020300930,966,Williams,1,0,0,1
2003-04,0020300940,213,Davis,1,0,0,1
2003-04,0020300952,2201,Curry,1,0,0,1
2003-04,0020300987,2201,Curry,1,0,0,1
2003-04,0020301000,2201,Curry,1,0,0,0
2003-04,0020301000,2037,Crawford,1,0,0,1
2003-04,0020301014,2321,Shirley,1,0,0,1
2003-04,0020301014,1944,Robinson,1,0,0,0
2003-04,0020301045,2199,Chandler,1,0,0,0
2003-04,0020301045,2033,Fizer,1,0,0,1
2003-04,0020301045,2457,Pargo,1,0,0,1
2003-04,0020301049,213,Davis,1,0,0,1
2003-04,0020301049,2648,Dupree,1,0,0,1
2003-04,0020301066,2669,Johnson,1,0,0,0
2003-04,0020301066,213,Davis,2,0,0,2
2003-04,0020301066,2201,Curry,1,0,0,1
2003-04,0020301078,2037,Crawford,1,0,0,1
2003-04,0020301078,2201,Curry,2,0,0,2
2003-04,0020301078,2033,Fizer,1,0,0,0
2003-04,0020301096,2648,Dupree,1,0,0,0
2003-04,0020301096,2201,Curry,1,0,0,0
2003-04,0020301103,2457,Pargo,2,0,0,1
2003-04,0020301103,2669,Johnson,2,0,0,2
2003-04,0020301124,2550,Hinrich,1,0,0,1
2003-04,0020301142,2201,Curry,1,0,0,0
2003-04,0020301142,2423,Jefferies,1,0,0,1
2003-04,0020301142,2550,Hinrich,1,0,0,0
2003-04,0020301156,2201,Curry,2,0,0,0
2003-04,0020301156,213,Davis,1,0,0,0
2003-04,0020301156,2037,Crawford,1,0,0,1
2003-04,0020301181,2201,Curry,1,0,0,1
2003-04,0020301181,2457,Pargo,1,1,0,0
2003-04,0020301181,2648,Dupree,1,0,0,1
2004-05,0020400025,2550,Hinrich,1,0,0,1
2004-05,0020400025,970,Harrington,1,0,0,1
2004-05,0020400035,2736,Deng,1,0,0,0
2004-05,0020400055,2550,Hinrich,1,0,0,1
2004-05,0020400055,2199,Chandler,1,0,0,1
2004-05,0020400085,2201,Curry,3,0,0,2
2004-05,0020400085,2768,Duhon,1,0,0,1
2004-05,0020400104,970,Harrington,1,0,0,1
2004-05,0020400104,15,Piatkowski,1,1,0,1
2004-05,0020400125,2804,Nocioni,2,0,0,2
2004-05,0020400125,970,Harrington,1,0,0,1
2004-05,0020400145,2201,Curry,1,0,0,1
2004-05,0020400149,2199,Chandler,1,0,0,0
2004-05,0020400167,2201,Curry,2,0,0,1
2004-05,0020400167,2736,Deng,1,0,0,1
2004-05,0020400167,2768,Duhon,1,0,0,1
2004-05,0020400167,2804,Nocioni,1,0,0,1
2004-05,0020400187,2201,Curry,1,0,0,1
2004-05,0020400216,2199,Chandler,1,0,0,1
2004-05,0020400216,2732,Gordon,1,0,0,1
2004-05,0020400229,2736,Deng,1,0,0,1
2004-05,0020400229,2804,Nocioni,1,0,0,0
2004-05,0020400237,2201,Curry,1,0,0,1
2004-05,0020400250,2736,Deng,1,0,0,1
2004-05,0020400250,2199,Chandler,1,0,0,1
2004-05,0020400269,2201,Curry,4,0,0,2
2004-05,0020400269,2199,Chandler,1,0,0,1
2004-05,0020400290,2732,Gordon,1,0,0,1
2004-05,0020400290,2804,Nocioni,1,0,0,1
2004-05,0020400304,2199,Chandler,2,0,0,2
2004-05,0020400304,2736,Deng,2,0,0,1
2004-05,0020400344,2736,Deng,1,0,0,1
2004-05,0020400344,2201,Curry,1,0,0,1
2004-05,0020400344,970,Harrington,1,0,0,0
2004-05,0020400372,2201,Curry,1,0,0,1
2004-05,0020400372,2732,Gordon,1,0,0,1
2004-05,0020400385,2201,Curry,2,0,0,2
2004-05,0020400385,2768,Duhon,1,0,0,1
2004-05,0020400385,2550,Hinrich,1,0,0,1
2004-05,0020400403,2732,Gordon,1,0,0,1
2004-05,0020400430,2201,Curry,2,0,0,2
2004-05,0020400430,2736,Deng,1,0,0,1
2004-05,0020400460,2550,Hinrich,2,0,0,2
2004-05,0020400460,2732,Gordon,1,0,0,1
2004-05,0020400475,2732,Gordon,1,0,0,1
2004-05,0020400475,2736,Deng,1,0,0,1
2004-05,0020400475,2201,Curry,1,0,0,1
2004-05,0020400484,2201,Curry,1,0,0,1
2004-05,0020400484,2550,Hinrich,1,0,0,1
2004-05,0020400495,970,Harrington,1,0,0,1
2004-05,0020400509,2736,Deng,1,0,0,1
2004-05,0020400509,2201,Curry,1,0,0,1
2004-05,0020400509,2199,Chandler,1,0,0,1
2004-05,0020400530,2201,Curry,1,0,0,1
2004-05,0020400530,2732,Gordon,1,0,0,1
2004-05,0020400544,2201,Curry,1,0,0,1
2004-05,0020400544,2732,Gordon,1,0,0,0
2004-05,0020400560,2199,Chandler,1,0,0,1
2004-05,0020400560,2201,Curry,1,0,0,1
2004-05,0020400560,2736,Deng,1,0,0,1
2004-05,0020400578,2199,Chandler,1,0,0,1
2004-05,0020400578,213,Davis,1,0,0,1
2004-05,0020400578,2550,Hinrich,1,0,0,1
2004-05,0020400586,2736,Deng,2,0,0,1
2004-05,0020400600,970,Harrington,2,0,0,1
2004-05,0020400600,2201,Curry,1,0,0,1
2004-05,0020400600,2199,Chandler,1,0,0,1
2004-05,0020400600,2732,Gordon,1,0,0,1
2004-05,0020400609,2736,Deng,1,0,0,1
2004-05,0020400609,2550,Hinrich,1,0,0,1
2004-05,0020400609,2201,Curry,1,0,0,1
2004-05,0020400625,2736,Deng,1,0,0,1
2004-05,0020400625,15,Piatkowski,2,0,0,2
2004-05,0020400625,2768,Duhon,1,0,0,1
2004-05,0020400625,2804,Nocioni,1,0,0,1
2004-05,0020400625,970,Harrington,1,0,0,0
2004-05,0020400625,2457,Pargo,1,0,0,0
2004-05,0020400643,213,Davis,1,0,0,0
2004-05,0020400643,2732,Gordon,1,0,0,0
2004-05,0020400661,2201,Curry,1,0,0,1
2004-05,0020400661,2732,Gordon,1,0,0,0
2004-05,0020400661,2199,Chandler,1,0,0,0
2004-05,0020400661,2550,Hinrich,1,0,0,1
2004-05,0020400692,2201,Curry,1,0,0,1
2004-05,0020400713,2736,Deng,2,0,0,2
2004-05,0020400713,2201,Curry,2,0,0,1
2004-05,0020400725,2201,Curry,1,0,0,1
2004-05,0020400725,2550,Hinrich,1,0,0,0
2004-05,0020400725,2804,Nocioni,1,0,0,1
2004-05,0020400725,2199,Chandler,2,0,0,1
2004-05,0020400747,2768,Duhon,1,0,0,1
2004-05,0020400747,2550,Hinrich,1,0,0,1
2004-05,0020400765,2201,Curry,1,0,0,1
2004-05,0020400770,2201,Curry,2,0,0,2
2004-05,0020400770,970,Harrington,1,0,0,1
2004-05,0020400770,2736,Deng,1,0,0,1
2004-05,0020400786,2804,Nocioni,1,0,0,0
2004-05,0020400786,2201,Curry,2,0,0,2
2004-05,0020400786,2736,Deng,1,0,0,0
2004-05,0020400786,2550,Hinrich,1,0,0,0
2004-05,0020400791,15,Piatkowski,1,0,0,1
2004-05,0020400791,2736,Deng,1,0,0,0
2004-05,0020400791,2804,Nocioni,1,0,0,0
2004-05,0020400807,2768,Duhon,1,0,0,1
2004-05,0020400807,2732,Gordon,1,1,0,1
2004-05,0020400807,2199,Chandler,1,0,0,0
2004-05,0020400814,2736,Deng,1,0,0,0
2004-05,0020400814,2201,Curry,1,0,0,1
2004-05,0020400814,2804,Nocioni,1,0,0,1
2004-05,0020400814,213,Davis,1,0,0,1
2004-05,0020400838,970,Harrington,1,0,0,0
2004-05,0020400838,15,Piatkowski,1,0,0,1
2004-05,0020400838,2804,Nocioni,1,0,0,1
2004-05,0020400862,2201,Curry,1,0,0,1
2004-05,0020400862,1559,Griffin,1,0,0,1
2004-05,0020400862,970,Harrington,2,0,0,1
2004-05,0020400862,2732,Gordon,2,0,0,2
2004-05,0020400870,2550,Hinrich,1,0,0,1
2004-05,0020400870,2199,Chandler,1,0,0,1
2004-05,0020400913,213,Davis,1,0,0,1
2004-05,0020400913,2199,Chandler,1,0,0,1
2004-05,0020400921,2201,Curry,1,0,0,1
2004-05,0020400921,970,Harrington,1,0,0,0
2004-05,0020400940,2199,Chandler,1,0,0,1
2004-05,0020400940,2768,Duhon,1,0,0,0
2004-05,0020400940,2804,Nocioni,1,0,0,1
2004-05,0020400945,970,Harrington,1,0,0,0
2004-05,0020400945,2199,Chandler,1,0,0,0
2004-05,0020400963,2199,Chandler,2,0,0,1
2004-05,0020400970,2199,Chandler,1,0,0,1
2004-05,0020400987,15,Piatkowski,1,0,0,1
2004-05,0020400987,2201,Curry,1,0,0,1
2004-05,0020400998,2804,Nocioni,1,0,0,1
2004-05,0020400998,213,Davis,1,0,0,1
2004-05,0020401014,15,Piatkowski,1,0,0,0
2004-05,0020401014,2201,Curry,2,0,0,1
2004-05,0020401014,2736,Deng,1,0,0,1
2004-05,0020401028,2201,Curry,3,0,0,2
2004-05,0020401042,2201,Curry,1,0,0,1
2004-05,0020401042,2199,Chandler,1,0,0,1
2004-05,0020401054,2199,Chandler,1,0,0,1
2004-05,0020401064,2199,Chandler,2,0,0,2
2004-05,0020401081,2199,Chandler,1,0,0,1
2004-05,0020401081,2768,Duhon,1,0,0,0
2004-05,0020401081,2804,Nocioni,1,0,0,1
2004-05,0020401099,2768,Duhon,1,0,0,1
2004-05,0020401099,2199,Chandler,1,0,0,1
2004-05,0020401099,1559,Griffin,1,0,0,1
2004-05,0020401109,2199,Chandler,1,0,0,1
2004-05,0020401109,213,Davis,1,0,0,0
2004-05,0020401122,2199,Chandler,1,0,0,1
2004-05,0020401135,213,Davis,1,0,0,1
2004-05,0020401135,2199,Chandler,2,0,0,2
2004-05,0020401150,15,Piatkowski,1,0,0,0
2004-05,0020401150,2199,Chandler,1,0,0,0
2004-05,0020401160,2732,Gordon,1,0,0,1
2004-05,0020401160,970,Harrington,1,0,0,0
2004-05,0020401160,2550,Hinrich,1,0,0,0
2004-05,0020401178,2199,Chandler,1,0,0,0
2004-05,0020401214,2732,Gordon,1,0,0,1
2004-05,0020401223,2732,Gordon,1,0,0,1
2004-05,0020401223,1444,Funderburke,1,0,0,0
2005-06,0020500012,970,Harrington,1,0,0,0
2005-06,0020500012,2199,Chandler,1,0,0,0
2005-06,0020500032,2732,Gordon,1,0,0,1
2005-06,0020500032,2550,Hinrich,1,0,0,1
2005-06,0020500050,2199,Chandler,1,0,0,1
2005-06,0020500065,970,Harrington,1,0,0,0
2005-06,0020500065,15,Piatkowski,1,0,0,0
2005-06,0020500065,2550,Hinrich,1,0,0,1
2005-06,0020500086,2736,Deng,1,0,0,1
2005-06,0020500086,2550,Hinrich,1,0,0,1
2005-06,0020500097,970,Harrington,1,0,0,1
2005-06,0020500097,2804,Nocioni,2,0,0,1
2005-06,0020500145,2552,Sweetney,1,0,0,1
2005-06,0020500145,2736,Deng,1,0,0,1
2005-06,0020500176,970,Harrington,1,0,0,1
2005-06,0020500176,2736,Deng,1,0,0,1
2005-06,0020500176,2552,Sweetney,1,0,0,1
2005-06,0020500176,2804,Nocioni,1,0,0,1
2005-06,0020500186,2199,Chandler,1,0,0,1
2005-06,0020500186,2552,Sweetney,2,0,0,1
2005-06,0020500186,2550,Hinrich,1,0,0,0
2005-06,0020500201,2768,Duhon,1,0,0,0
2005-06,0020500201,2552,Sweetney,1,0,0,0
2005-06,0020500212,2550,Hinrich,1,0,0,1
2005-06,0020500212,2552,Sweetney,1,0,0,1
2005-06,0020500212,2804,Nocioni,1,0,0,1
2005-06,0020500232,2804,Nocioni,1,0,0,1
2005-06,0020500232,2732,Gordon,1,1,0,1
2005-06,0020500274,2552,Sweetney,1,0,0,1
2005-06,0020500280,2443,Songaila,1,0,0,1
2005-06,0020500280,2736,Deng,2,0,0,1
2005-06,0020500280,2199,Chandler,1,0,0,0
2005-06,0020500304,2732,Gordon,1,0,0,0
2005-06,0020500307,2199,Chandler,1,0,0,0
2005-06,0020500307,2768,Duhon,1,0,0,1
2005-06,0020500307,2552,Sweetney,1,0,0,1
2005-06,0020500328,2736,Deng,1,0,0,1
2005-06,0020500338,2552,Sweetney,2,0,0,1
2005-06,0020500357,2552,Sweetney,1,0,0,0
2005-06,0020500357,2732,Gordon,1,0,0,1
2005-06,0020500357,970,Harrington,1,0,0,0
2005-06,0020500378,2443,Songaila,1,0,0,1
2005-06,0020500389,2199,Chandler,2,0,0,1
2005-06,0020500408,2552,Sweetney,1,0,0,0
2005-06,0020500408,2736,Deng,1,0,0,0
2005-06,0020500408,2768,Duhon,1,0,0,0
2005-06,0020500427,2736,Deng,1,0,0,0
2005-06,0020500439,2552,Sweetney,1,0,0,1
2005-06,0020500439,970,Harrington,1,0,0,0
2005-06,0020500467,2736,Deng,1,0,0,1
2005-06,0020500467,2804,Nocioni,1,0,0,1
2005-06,0020500467,2768,Duhon,1,0,0,1
2005-06,0020500477,2550,Hinrich,1,0,0,1
2005-06,0020500477,2732,Gordon,1,0,0,1
2005-06,0020500489,2736,Deng,1,0,0,1
2005-06,0020500489,2552,Sweetney,2,0,0,2
2005-06,0020500505,2199,Chandler,1,0,0,0
2005-06,0020500505,2804,Nocioni,1,0,0,0
2005-06,0020500524,2552,Sweetney,1,0,0,0
2005-06,0020500524,2804,Nocioni,2,0,0,2
2005-06,0020500540,2443,Songaila,1,0,0,1
2005-06,0020500540,970,Harrington,1,0,0,1
2005-06,0020500540,2550,Hinrich,1,0,0,1
2005-06,0020500540,2732,Gordon,1,0,0,1
2005-06,0020500556,2732,Gordon,1,0,0,1
2005-06,0020500571,2768,Duhon,1,0,0,1
2005-06,0020500580,2199,Chandler,1,0,0,1
2005-06,0020500604,2736,Deng,1,0,0,1
2005-06,0020500626,2199,Chandler,1,0,0,0
2005-06,0020500626,2732,Gordon,2,0,0,2
2005-06,0020500626,2736,Deng,1,0,0,0
2005-06,0020500626,2443,Songaila,1,0,0,1
2005-06,0020500635,2550,Hinrich,2,0,0,2
2005-06,0020500635,2804,Nocioni,1,0,0,1
2005-06,0020500659,2732,Gordon,1,0,0,1
2005-06,0020500659,2550,Hinrich,1,0,0,1
2005-06,0020500703,2732,Gordon,1,0,0,1
