personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
27933,Corey,Camper Jr.,1610612756,PHX,26:23,11,4
1631451,Javonte,Cooke,1610612756,PHX,27:27,15,9
1641868,Jake,Stephens,1610612756,PHX,23:55,9,7
1642886,Koby,Brea,1610612756,PHX,19:37,5,4
1643653,Devin,Askew,1610612756,PHX,25:52,13,7
1643651,Reed,Bailey,1610612756,PHX,12:26,2,0
27932,Sam,Hoiberg,1610612756,PHX,21:12,4,3
1642392,Jameer,Nelson Jr.,1610612756,PHX,12:06,9,4
1643649,Tramon,Mark,1610612756,PHX,18:19,8,7
27931,Barry,Evans,1610612756,PHX,12:43,3,2
1642468,Darius,Brown II,1610612756,PHX,,0,0
1642853,Rasheer,Fleming,1610612756,PHX,,0,0
1643047,CJ,Huntley,1610612756,PHX,,0,0
1642863,Khaman,Maluach,1610612756,PHX,,0,0
1643520,Koa,Peat,1610612756,PHX,,0,0
1631253,Hyunjung,Lee,1610612759,SAS,25:47,6,5
1642945,Igor,Milicic Jr.,1610612759,SAS,20:52,5,2
1641987,David,Muoka,1610612759,SAS,18:47,3,0
1642939,Miles,Kelly,1610612759,SAS,19:33,12,5
1642930,RJ,Davis,1610612759,SAS,31:52,13,6
1643709,Miles,Barnstable,1610612759,SAS,20:10,5,2
1643725,Harry,Wessels,1610612759,SAS,16:55,6,0
1643040,Zakai,Zeigler,1610612759,SAS,8:08,2,0
1643153,RJ,Melendez,1610612759,SAS,17:26,7,3
1643070,Jayden,Nunn,1610612759,SAS,15:42,7,3
1642360,Tyon,Grant-Foster,1610612759,SAS,4:47,2,1
1643576,Maliq,Brown,1610612759,SAS,,0,0
1642868,Carter,Bryant,1610612759,SAS,,0,0
1643551,Ja'Kobi,Gillespie,1610612759,SAS,,0,0
1641801,Emanuel,Miller,1610612759,SAS,,0,0
1643519,Jayden,Quaintance,1610612759,SAS,,0,0
1643542,Tarris,Reed Jr.,1610612759,SAS,,0,0
