SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22019,1610612741,CHI,Chicago Bulls,0021900003,2019-10-23,CHI @ CHA,L,239,125,49,105,0.467,9,30,0.3,18,22,0.818,20,29,49,25,11,4,10,20,-1.0
22019,1610612741,CHI,Chicago Bulls,0021900020,2019-10-25,CHI @ MEM,W,240,110,40,93,0.43,12,42,0.286,18,24,0.75,9,36,45,18,14,7,13,21,8.0
22019,1610612741,CHI,Chicago Bulls,0021900031,2019-10-26,CHI vs. TOR,L,240,84,29,97,0.299,9,35,0.257,17,25,0.68,12,33,45,18,9,2,15,22,-24.0
22019,1610612741,CHI,Chicago Bulls,0021900042,2019-10-28,CHI @ NYK,L,240,98,36,85,0.424,9,35,0.257,17,21,0.81,8,30,38,19,6,5,9,22,-7.0
22019,1610612741,CHI,Chicago Bulls,0021900055,2019-10-30,CHI @ CLE,L,240,111,39,90,0.433,14,39,0.359,19,23,0.826,9,23,32,25,6,5,6,24,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900073,2019-11-01,CHI vs. DET,W,239,112,39,89,0.438,16,40,0.4,18,23,0.783,11,31,42,29,6,1,17,18,6.0
22019,1610612741,CHI,Chicago Bulls,0021900085,2019-11-03,CHI @ IND,L,240,95,36,84,0.429,9,29,0.31,14,25,0.56,6,36,42,27,8,2,18,21,-13.0
22019,1610612741,CHI,Chicago Bulls,0021900100,2019-11-05,CHI vs. LAL,L,241,112,43,85,0.506,14,32,0.438,12,23,0.522,7,35,42,22,11,4,16,21,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900105,2019-11-06,CHI @ ATL,W,240,113,41,82,0.5,13,33,0.394,18,27,0.667,7,36,43,26,11,9,17,30,20.0
22019,1610612741,CHI,Chicago Bulls,0021900129,2019-11-09,CHI vs. HOU,L,241,94,37,98,0.378,4,32,0.125,16,18,0.889,11,35,46,21,14,5,15,22,-23.0
22019,1610612741,CHI,Chicago Bulls,0021900149,2019-11-12,CHI vs. NYK,W,241,120,41,81,0.506,14,33,0.424,24,31,0.774,9,37,46,22,9,2,19,25,18.0
22019,1610612741,CHI,Chicago Bulls,0021900163,2019-11-14,CHI @ MIL,L,241,115,38,93,0.409,18,43,0.419,21,25,0.84,10,35,45,25,14,1,20,29,-9.0
22019,1610612741,CHI,Chicago Bulls,0021900175,2019-11-16,CHI vs. BKN,L,240,111,32,91,0.352,9,39,0.231,38,41,0.927,17,39,56,15,8,2,19,30,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900192,2019-11-18,CHI vs. MIL,L,240,101,39,97,0.402,12,34,0.353,11,14,0.786,13,37,50,25,6,6,14,25,-14.0
22019,1610612741,CHI,Chicago Bulls,0021900209,2019-11-20,CHI vs. DET,W,240,109,39,91,0.429,14,27,0.519,17,26,0.654,12,43,55,25,9,7,14,24,20.0
22019,1610612741,CHI,Chicago Bulls,0021900219,2019-11-22,CHI vs. MIA,L,241,108,41,90,0.456,10,30,0.333,16,20,0.8,14,27,41,23,11,3,13,24,-8.0
22019,1610612741,CHI,Chicago Bulls,0021900226,2019-11-23,CHI @ CHA,W,241,116,43,95,0.453,22,47,0.468,8,12,0.667,13,26,39,27,12,3,13,20,1.0
22019,1610612741,CHI,Chicago Bulls,0021900247,2019-11-25,CHI vs. POR,L,240,94,36,86,0.419,9,39,0.231,13,20,0.65,8,29,37,24,8,4,17,20,-23.0
22019,1610612741,CHI,Chicago Bulls,0021900266,2019-11-27,CHI @ GSW,L,240,90,34,89,0.382,10,29,0.345,12,18,0.667,14,28,42,20,14,4,17,20,-14.0
22019,1610612741,CHI,Chicago Bulls,0021900278,2019-11-29,CHI @ POR,L,239,103,36,94,0.383,14,38,0.368,17,25,0.68,11,36,47,24,8,2,11,22,-4.0
22019,1610612741,CHI,Chicago Bulls,0021900298,2019-12-02,CHI @ SAC,W,240,113,36,75,0.48,16,37,0.432,25,29,0.862,3,29,32,20,9,0,18,20,7.0
22019,1610612741,CHI,Chicago Bulls,0021900311,2019-12-04,CHI vs. MEM,W,241,106,33,77,0.429,13,33,0.394,27,37,0.73,10,40,50,22,5,13,20,22,7.0
22019,1610612741,CHI,Chicago Bulls,0021900325,2019-12-06,CHI vs. GSW,L,240,98,39,88,0.443,17,41,0.415,3,5,0.6,10,27,37,21,11,2,14,20,-2.0
22019,1610612741,CHI,Chicago Bulls,0021900337,2019-12-08,CHI @ MIA,L,266,105,35,80,0.438,13,36,0.361,22,27,0.815,6,33,39,20,8,1,14,31,-5.0
