PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
1627773,AJ Hammons,22,163.23166666666665,1,13
201166,Aaron Brooks,65,893.7316666666667,25,9
203932,Aaron Gordon,80,2297.965,65,40
1626151,Aaron Harrison,5,16.566666666666666,0,0
203940,Adreian Payne,18,135.27166666666668,8,7
201143,Al Horford,68,2193.2616666666668,52,86
2744,Al Jefferson,66,930.635,19,16
202329,Al-Farouq Aminu,61,1772.9183333333333,60,44
101187,Alan Anderson,30,308.36833333333334,3,0
1626210,Alan Williams,47,707.7133333333334,27,32
202692,Alec Burks,42,653.04,18,5
203518,Alex Abrines,68,1055.1966666666667,37,8
203458,Alex Len,77,1559.5966666666666,38,98
1627816,Alex Poythress,6,156.83333333333334,3,2
201582,Alexis Ajinca,39,584.335,20,22
203459,Allen Crabbe,79,2254.108333333333,54,20
202087,Alonzo Gee,13,89.41666666666667,5,1
101161,Amir Johnson,80,1607.985,51,62
2760,Anderson Varejao,14,91.86166666666666,3,3
203083,Andre Drummond,81,2409.4216666666666,124,89
2738,Andre Iguodala,76,1997.5416666666667,76,39
203460,Andre Roberson,79,2375.8366666666666,94,79
101106,Andrew Bogut,27,583.1833333333333,13,25
1626150,Andrew Harrison,72,1473.8733333333332,53,21
203094,Andrew Nicholson,38,341.9916666666667,16,6
203952,Andrew Wiggins,82,3048.3683333333333,82,30
203461,Anthony Bennett,23,264.15,5,3
1626148,Anthony Brown,11,159.025,5,1
203076,Anthony Davis,75,2707.661666666667,94,167
201627,Anthony Morrow,49,714.0733333333334,24,2
201229,Anthony Tolliver,65,1476.725,34,20
203462,Archie Goodwin,15,214.14,4,5
202620,Arinze Onuaku,8,28.333333333333332,0,1
203382,Aron Baynes,75,1162.545,17,39
201167,Arron Afflalo,61,1579.815,21,6
203085,Austin Rivers,74,2053.6983333333333,48,10
202340,Avery Bradley,55,1834.49,68,11
1626253,Axel Toupane,4,47.46333333333333,1,1
1627791,Ben Bentil,3,9.866666666666667,0,0
203463,Ben McLemore,61,1176.2383333333332,29,6
2757,Beno Udrih,39,560.18,13,0
202687,Bismack Biyombo,81,1793.415,25,91
201933,Blake Griffin,61,2076.1766666666667,57,22
1626246,Boban Marjanovic,35,293.27,6,12
201628,Bobby Brown,25,123.03,1,0
1626171,Bobby Portis Jr.,64,1000.4516666666667,16,11
202711,Bojan Bogdanovic,81,2082.855,34,7
2564,Boris Diaw,73,1282.6933333333334,18,9
203078,Bradley Beal,77,2684.0133333333333,83,21
201148,Brandan Wright,28,446.875,11,20
101138,Brandon Bass,52,576.865,14,11
1627742,Brandon Ingram,79,2279.2616666666668,50,36
201943,Brandon Jennings,81,1801.48,70,4
202688,Brandon Knight,54,1139.7883333333334,27,5
201575,Brandon Rush,47,1029.905,22,23
203148,Brian Roberts,41,416.27166666666665,9,1
1627362,Briante Weber,20,204.97166666666666,12,1
1627744,Brice Johnson,3,9.216666666666667,2,1
201572,Brook Lopez,75,2222.0316666666668,38,124
203998,Bruno Caboclo,9,40.29833333333333,2,1
1627854,Bryn Forbes,36,284.895,1,0
1627741,Buddy Hield,82,1888.1833333333334,38,9
201228,C.J. Watson,62,1012.5,43,2
203912,C.J. Wilcox,22,107.73,2,1
203468,CJ McCollum,80,2795.58,72,42
101139,CJ Miles,76,1776.3516666666667,46,25
1626166,Cameron Payne,31,462.06,14,4
1627747,Caris LeVert,57,1236.8666666666666,49,8
2546,Carmelo Anthony,74,2538.08,60,34
202718,Chandler Parsons,34,674.675,20,5
101112,Channing Frye,74,1397.8316666666667,33,37
1626184,Chasson Randle,26,299.0416666666667,9,2
1627767,Cheick Diallo,17,198.655,4,7
1627778,Chinanu Onuaku,5,51.6,3,1
2365,Chris Andersen,12,113.79333333333334,5,7
1626191,Chris McCullough,16,80.45333333333333,2,2
101108,Chris Paul,61,1920.8233333333333,119,8
1626174,Christian Wood,13,106.98166666666667,3,6
203991,Clint Capela,65,1551.3016666666667,34,79
203469,Cody Zeller,62,1725.4716666666666,62,58
202332,Cole Aldrich,62,531.045,25,23
