PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
201166,Aaron Brooks,32,189.41333333333333,6,0
203932,Aaron Gordon,58,1909.0783333333334,59,45
1626151,Aaron Harrison,9,233.25166666666667,9,2
1628935,Aaron Jackson,1,34.5,0,0
1627846,Abdel Nader,48,521.5266666666666,15,10
203940,Adreian Payne,5,42.54833333333333,2,0
201143,Al Horford,72,2277.025,43,78
2744,Al Jefferson,36,483.56,16,23
202329,Al-Farouq Aminu,69,2072.1716666666666,79,40
1626210,Alan Williams,5,70.335,5,1
202692,Alec Burks,64,1058.66,37,8
1628409,Alec Peters,20,224.855,2,2
203518,Alex Abrines,75,1134.1866666666667,38,8
1627936,Alex Caruso,37,561.91,23,10
203458,Alex Len,69,1395.3466666666666,27,61
1627816,Alex Poythress,25,104.125,3,1
1628035,Alfonzo McKinnie,14,53.43833333333333,1,1
203459,Allen Crabbe,75,2197.2,47,35
101161,Amir Johnson,74,1170.3016666666667,45,44
203083,Andre Drummond,78,2624.8483333333334,114,127
2738,Andre Iguodala,64,1622.4783333333332,54,38
201281,Andre Ingram,2,64.13333333333334,3,3
203460,Andre Roberson,39,1036.6783333333333,45,35
101106,Andrew Bogut,24,216.395,4,13
1626150,Andrew Harrison,56,1326.2716666666668,38,26
1628510,Andrew White III,15,209.10666666666665,3,1
203952,Andrew Wiggins,82,2978.7033333333334,91,51
1627790,Ante Zizic,32,214.24,2,13
1626148,Anthony Brown,1,3.7333333333333334,0,0
203076,Anthony Davis,75,2727.2366666666667,115,193
201229,Anthony Tolliver,79,1757.055,32,21
1628469,Antonio Blakeney,19,313.9,7,1
1628499,Antonius Cleveland,17,122.53,7,5
203382,Aron Baynes,81,1484.4933333333333,22,51
201167,Arron Afflalo,53,681.575,4,9
203085,Austin Rivers,61,2056.5916666666667,74,16
202340,Avery Bradley,46,1433.07,51,8
1628389,Bam Adebayo,69,1368.185,32,41
203463,Ben McLemore,56,1090.62,38,15
1628500,Ben Moore,2,9.283333333333333,0,0
1627732,Ben Simmons,81,2731.5533333333333,140,70
202687,Bismack Biyombo,82,1494.89,21,95
201933,Blake Griffin,58,1969.8216666666667,40,18
1626246,Boban Marjanovic,39,337.87,10,11
201628,Bobby Brown,20,114.93333333333334,4,0
1626171,Bobby Portis Jr.,73,1642.52,50,23
203992,Bogdan Bogdanović,78,2175.155,72,16
202711,Bojan Bogdanovic,80,2464.4616666666666,55,8
203078,Bradley Beal,82,2976.701666666667,96,36
201148,Brandan Wright,28,380.875,13,26
1627742,Brandon Ingram,59,1974.5616666666667,45,43
201943,Brandon Jennings,14,205.14333333333335,6,4
203464,Brandon Paul,64,575.84,25,7
1627362,Briante Weber,18,236.50333333333333,18,5
1627744,Brice Johnson,18,97.96666666666667,9,6
201572,Brook Lopez,74,1734.9466666666667,30,98
203998,Bruno Caboclo,12,106.29833333333333,3,4
1627854,Bryn Forbes,80,1516.8916666666667,28,2
1627741,Buddy Hield,80,2024.2316666666666,85,22
203710,C.J. Williams,38,706.5016666666667,31,13
203468,CJ McCollum,81,2923.67,77,35
101139,CJ Miles,70,1336.5,37,21
1628403,Caleb Swanigan,27,189.34666666666666,5,3
1626166,Cameron Payne,25,581.5233333333333,26,9
1627747,Caris LeVert,71,1863.6833333333334,82,22
2546,Carmelo Anthony,78,2501.14,47,49
1626224,Cedi Osman,61,672.4933333333333,22,3
202718,Chandler Parsons,36,691.3833333333333,18,11
101112,Channing Frye,53,694.8583333333333,18,13
1628429,Charles Cooke,13,38.105,1,0
1627767,Cheick Diallo,52,580.95,11,21
1627778,Chinanu Onuaku,1,21.566666666666666,0,0
1628449,Chris Boucher,1,1.3166666666666667,0,0
1626191,Chris McCullough,19,89.76666666666667,0,5
101108,Chris Paul,58,1846.5566666666666,96,14
203991,Clint Capela,74,2034.1083333333333,58,137
203469,Cody Zeller,33,627.1833333333333,14,21
202332,Cole Aldrich,21,48.69833333333333,2,1
201147,Corey Brewer,72,1208.5183333333334,79,14
202709,Cory Joseph,82,2209.9183333333335,80,18
201584,Courtney Lee,76,2309.9783333333335,80,17
1626245,Cristiano Felicio,55,977.45,16,11
1626156,D'Angelo Russell,48,1233.715,36,17
201571,D.J. Augustin,75,1760.0483333333334,54,0
1628391,D.J. Wilson,22,71.09833333333333,3,1
1626177,Dakari Johnson,31,161.37,6,8
1627745,Damian Jones,15,88.71166666666667,1,3
203081,Damian Lillard,73,2669.89,77,27
2863,Damien Wilkins,19,152.405,2,1
1627814,Damion Lee,15,404.4116666666667,19,1
1628422,Damyean Dotson,44,474.06166666666667,12,2
1627772,Daniel Hamilton,6,27.72833333333333,1,0
